IDGEO,ID_ENT,ID_MUN,ID_LOC,ID_AGEB,Entity,Municipality,Type,Long,Lat,Pob_MUN
0901000010845,09,010,0001,0845,Ciudad de México,Álvaro Obregón,Urbana,-99.19273115718131,19.365351964464736,759 137
0901000011010,09,010,0001,1010,Ciudad de México,Álvaro Obregón,Urbana,-99.20738207728056,19.35562420050809,759 137
0901000010722,09,010,0001,0722,Ciudad de México,Álvaro Obregón,Urbana,-99.20651415845175,19.368024259143613,759 137
090100001103A,09,010,0001,103A,Ciudad de México,Álvaro Obregón,Urbana,-99.20439559951193,19.35050247456361,759 137
0901000010614,09,010,0001,0614,Ciudad de México,Álvaro Obregón,Urbana,-99.20165118427488,19.371582366396183,759 137
0901000012362,09,010,0001,2362,Ciudad de México,Álvaro Obregón,Urbana,-99.2095369668142,19.37165279731892,759 137
0901000010629,09,010,0001,0629,Ciudad de México,Álvaro Obregón,Urbana,-99.19742173092703,19.373303461511487,759 137
0901000011881,09,010,0001,1881,Ciudad de México,Álvaro Obregón,Urbana,-99.24953291567098,19.350917867574445,759 137
0901000011928,09,010,0001,1928,Ciudad de México,Álvaro Obregón,Urbana,-99.22250038645588,19.385517504844263,759 137
0901000011966,09,010,0001,1966,Ciudad de México,Álvaro Obregón,Urbana,-99.22213325827188,19.378593961130385,759 137
0901000012004,09,010,0001,2004,Ciudad de México,Álvaro Obregón,Urbana,-99.25762787395962,19.360216481588186,759 137
0901000012019,09,010,0001,2019,Ciudad de México,Álvaro Obregón,Urbana,-99.24799312256624,19.36697893740517,759 137
0901000012038,09,010,0001,2038,Ciudad de México,Álvaro Obregón,Urbana,-99.23943459457738,19.359730557344164,759 137
0901000012131,09,010,0001,2131,Ciudad de México,Álvaro Obregón,Urbana,-99.20526691677682,19.371662155806487,759 137
0901000012165,09,010,0001,2165,Ciudad de México,Álvaro Obregón,Urbana,-99.21199088678785,19.373416344098832,759 137
0901000012184,09,010,0001,2184,Ciudad de México,Álvaro Obregón,Urbana,-99.21917763995792,19.356341034248864,759 137
0901000010084,09,010,0001,0084,Ciudad de México,Álvaro Obregón,Urbana,-99.2090909699219,19.393519395804887,759 137
0901000012292,09,010,0001,2292,Ciudad de México,Álvaro Obregón,Urbana,-99.21639957781466,19.360797734479476,759 137
0901000011114,09,010,0001,1114,Ciudad de México,Álvaro Obregón,Urbana,-99.19524214482826,19.350275645882697,759 137
0901000011078,09,010,0001,1078,Ciudad de México,Álvaro Obregón,Urbana,-99.23279285441616,19.34721895450571,759 137
090100001110A,09,010,0001,110A,Ciudad de México,Álvaro Obregón,Urbana,-99.2023049837834,19.34601506528785,759 137
0901000011190,09,010,0001,1190,Ciudad de México,Álvaro Obregón,Urbana,-99.19721490302037,19.3425125178748,759 137
0901000011203,09,010,0001,1203,Ciudad de México,Álvaro Obregón,Urbana,-99.18971540564726,19.343937331026616,759 137
0901000010563,09,010,0001,0563,Ciudad de México,Álvaro Obregón,Urbana,-99.21814190993211,19.373284111076455,759 137
0901000011148,09,010,0001,1148,Ciudad de México,Álvaro Obregón,Urbana,-99.25337968024591,19.342018327523068,759 137
090100001167A,09,010,0001,167A,Ciudad de México,Álvaro Obregón,Urbana,-99.26156719216536,19.327349069775817,759 137
0901000011519,09,010,0001,1519,Ciudad de México,Álvaro Obregón,Urbana,-99.2157372210184,19.381028281218715,759 137
0901000011523,09,010,0001,1523,Ciudad de México,Álvaro Obregón,Urbana,-99.21218598663708,19.38148507496368,759 137
0901000011631,09,010,0001,1631,Ciudad de México,Álvaro Obregón,Urbana,-99.24069304626802,19.35471920421725,759 137
0901000011646,09,010,0001,1646,Ciudad de México,Álvaro Obregón,Urbana,-99.23624670783502,19.35409656520484,759 137
0901000011650,09,010,0001,1650,Ciudad de México,Álvaro Obregón,Urbana,-99.23331697249462,19.355192819752197,759 137
0901000010046,09,010,0001,0046,Ciudad de México,Álvaro Obregón,Urbana,-99.20393522193248,19.397516658512103,759 137
0901000010050,09,010,0001,0050,Ciudad de México,Álvaro Obregón,Urbana,-99.19690377875864,19.398542087456857,759 137
0901000010101,09,010,0001,0101,Ciudad de México,Álvaro Obregón,Urbana,-99.20354524435773,19.393368704443617,759 137
0901000010116,09,010,0001,0116,Ciudad de México,Álvaro Obregón,Urbana,-99.19941796771477,19.395332722973837,759 137
0901000010493,09,010,0001,0493,Ciudad de México,Álvaro Obregón,Urbana,-99.20575535668677,19.37545626585366,759 137
0901000010173,09,010,0001,0173,Ciudad de México,Álvaro Obregón,Urbana,-99.2148198924807,19.38736206245118,759 137
0901000010188,09,010,0001,0188,Ciudad de México,Álvaro Obregón,Urbana,-99.20897321458514,19.389490720062387,759 137
0901000010224,09,010,0001,0224,Ciudad de México,Álvaro Obregón,Urbana,-99.20540929356387,19.38881377593772,759 137
0901000010239,09,010,0001,0239,Ciudad de México,Álvaro Obregón,Urbana,-99.20332885585825,19.388017479808003,759 137
0901000010421,09,010,0001,0421,Ciudad de México,Álvaro Obregón,Urbana,-99.19859291890349,19.38051218510363,759 137
0901000010807,09,010,0001,0807,Ciudad de México,Álvaro Obregón,Urbana,-99.19737128161944,19.36751090700163,759 137
0901000010243,09,010,0001,0243,Ciudad de México,Álvaro Obregón,Urbana,-99.20673825892892,19.386868323467763,759 137
0901000010258,09,010,0001,0258,Ciudad de México,Álvaro Obregón,Urbana,-99.2094652143041,19.38759344399148,759 137
0901000010262,09,010,0001,0262,Ciudad de México,Álvaro Obregón,Urbana,-99.20771590493828,19.38775715005201,759 137
0901000010277,09,010,0001,0277,Ciudad de México,Álvaro Obregón,Urbana,-99.20590045067073,19.38763019049229,759 137
0901000010192,09,010,0001,0192,Ciudad de México,Álvaro Obregón,Urbana,-99.20503525927064,19.38973848307744,759 137
0901000010506,09,010,0001,0506,Ciudad de México,Álvaro Obregón,Urbana,-99.20412288315276,19.376798893643656,759 137
0901000010328,09,010,0001,0328,Ciudad de México,Álvaro Obregón,Urbana,-99.23595081928433,19.38134927405631,759 137
0901000010332,09,010,0001,0332,Ciudad de México,Álvaro Obregón,Urbana,-99.2324518098254,19.381672411241865,759 137
0901000010347,09,010,0001,0347,Ciudad de México,Álvaro Obregón,Urbana,-99.23011427892013,19.382552574461258,759 137
0901000010351,09,010,0001,0351,Ciudad de México,Álvaro Obregón,Urbana,-99.2274368767082,19.382954081394868,759 137
0901000010370,09,010,0001,0370,Ciudad de México,Álvaro Obregón,Urbana,-99.21900832360708,19.385320284594584,759 137
0901000010440,09,010,0001,0440,Ciudad de México,Álvaro Obregón,Urbana,-99.2326158053938,19.37731760873444,759 137
0901000010296,09,010,0001,0296,Ciudad de México,Álvaro Obregón,Urbana,-99.23947842997612,19.383163371915195,759 137
090100001060A,09,010,0001,060A,Ciudad de México,Álvaro Obregón,Urbana,-99.20099999331708,19.374383907650166,759 137
0901000010737,09,010,0001,0737,Ciudad de México,Álvaro Obregón,Urbana,-99.20400055887936,19.3677708753258,759 137
0901000010741,09,010,0001,0741,Ciudad de México,Álvaro Obregón,Urbana,-99.2010392253109,19.36968362191569,759 137
0901000010756,09,010,0001,0756,Ciudad de México,Álvaro Obregón,Urbana,-99.20299968785554,19.36714020309337,759 137
0901000010760,09,010,0001,0760,Ciudad de México,Álvaro Obregón,Urbana,-99.20118200075184,19.367486023082694,759 137
0901000010775,09,010,0001,0775,Ciudad de México,Álvaro Obregón,Urbana,-99.1993128054424,19.36776713343613,759 137
090100001092A,09,010,0001,092A,Ciudad de México,Álvaro Obregón,Urbana,-99.20352949874352,19.363571961862306,759 137
0901000010949,09,010,0001,0949,Ciudad de México,Álvaro Obregón,Urbana,-99.2116846055604,19.35706389214074,759 137
0901000010953,09,010,0001,0953,Ciudad de México,Álvaro Obregón,Urbana,-99.20659876442129,19.358863820608047,759 137
0901000010968,09,010,0001,0968,Ciudad de México,Álvaro Obregón,Urbana,-99.20100149151298,19.359715637866504,759 137
0901000010972,09,010,0001,0972,Ciudad de México,Álvaro Obregón,Urbana,-99.19486936248936,19.360711394401857,759 137
0901000012146,09,010,0001,2146,Ciudad de México,Álvaro Obregón,Urbana,-99.19424960536898,19.380035303495767,759 137
0901000010385,09,010,0001,0385,Ciudad de México,Álvaro Obregón,Urbana,-99.2162575655753,19.38414479306306,759 137
0901000011453,09,010,0001,1453,Ciudad de México,Álvaro Obregón,Urbana,-99.21362544922398,19.384564560798747,759 137
0901000011059,09,010,0001,1059,Ciudad de México,Álvaro Obregón,Urbana,-99.18784166842916,19.354126360698928,759 137
0901000010205,09,010,0001,0205,Ciudad de México,Álvaro Obregón,Urbana,-99.2088305972196,19.389042912138738,759 137
0901000011792,09,010,0001,1792,Ciudad de México,Álvaro Obregón,Urbana,-99.20784961879338,19.39150958443565,759 137
0901000012377,09,010,0001,2377,Ciudad de México,Álvaro Obregón,Urbana,-99.21045086725172,19.370095571839677,759 137
0901000012343,09,010,0001,2343,Ciudad de México,Álvaro Obregón,Urbana,-99.23841341999466,19.37443138466544,759 137
0901000012381,09,010,0001,2381,Ciudad de México,Álvaro Obregón,Urbana,-99.27392182416304,19.316023062776992,759 137
0901000011824,09,010,0001,1824,Ciudad de México,Álvaro Obregón,Urbana,-99.22616349523338,19.347680776698844,759 137
090100001174A,09,010,0001,174A,Ciudad de México,Álvaro Obregón,Urbana,-99.26882212344776,19.317172007489308,759 137
0901000010510,09,010,0001,0510,Ciudad de México,Álvaro Obregón,Urbana,-99.19761907498427,19.37652633628912,759 137
0901000011932,09,010,0001,1932,Ciudad de México,Álvaro Obregón,Urbana,-99.22495898907862,19.379723850598975,759 137
0901000011947,09,010,0001,1947,Ciudad de México,Álvaro Obregón,Urbana,-99.22507458311,19.37545631502724,759 137
0901000012080,09,010,0001,2080,Ciudad de México,Álvaro Obregón,Urbana,-99.24747670329518,19.364168021267748,759 137
0901000012108,09,010,0001,2108,Ciudad de México,Álvaro Obregón,Urbana,-99.20592093654663,19.384071618051014,759 137
0901000012305,09,010,0001,2305,Ciudad de México,Álvaro Obregón,Urbana,-99.25115415999136,19.358074601496863,759 137
0901000011152,09,010,0001,1152,Ciudad de México,Álvaro Obregón,Urbana,-99.2383808520272,19.34372788057528,759 137
0901000011186,09,010,0001,1186,Ciudad de México,Álvaro Obregón,Urbana,-99.21045822512669,19.341139979788117,759 137
090100001078A,09,010,0001,078A,Ciudad de México,Álvaro Obregón,Urbana,-99.19795156599184,19.36905214991731,759 137
0901000011595,09,010,0001,1595,Ciudad de México,Álvaro Obregón,Urbana,-99.24137428039629,19.36799208806803,759 137
0901000011294,09,010,0001,1294,Ciudad de México,Álvaro Obregón,Urbana,-99.20423833931709,19.319454401169704,759 137
0901000011487,09,010,0001,1487,Ciudad de México,Álvaro Obregón,Urbana,-99.22803254258464,19.379778978687543,759 137
0901000010794,09,010,0001,0794,Ciudad de México,Álvaro Obregón,Urbana,-99.19665470072847,19.369491905686527,759 137
0901000011985,09,010,0001,1985,Ciudad de México,Álvaro Obregón,Urbana,-99.21622274555652,19.377011921217235,759 137
0901000011345,09,010,0001,1345,Ciudad de México,Álvaro Obregón,Urbana,-99.27303967334028,19.32929805025536,759 137
0901000011557,09,010,0001,1557,Ciudad de México,Álvaro Obregón,Urbana,-99.22861483547292,19.37492862058691,759 137
0901000011561,09,010,0001,1561,Ciudad de México,Álvaro Obregón,Urbana,-99.23417647901216,19.37410605805021,759 137
0901000010417,09,010,0001,0417,Ciudad de México,Álvaro Obregón,Urbana,-99.20084703399208,19.38455308871422,759 137
0901000010455,09,010,0001,0455,Ciudad de México,Álvaro Obregón,Urbana,-99.2322344168648,19.37327396265724,759 137
090100001014A,09,010,0001,014A,Ciudad de México,Álvaro Obregón,Urbana,-99.212416229824,19.390567957262377,759 137
0901000010703,09,010,0001,0703,Ciudad de México,Álvaro Obregón,Urbana,-99.21078728873997,19.367212170116886,759 137
0901000010864,09,010,0001,0864,Ciudad de México,Álvaro Obregón,Urbana,-99.24913391203847,19.361056544065278,759 137
0901000010900,09,010,0001,0900,Ciudad de México,Álvaro Obregón,Urbana,-99.22948662280588,19.35711015033258,759 137
0901000011025,09,010,0001,1025,Ciudad de México,Álvaro Obregón,Urbana,-99.21116986952998,19.351242398158064,759 137
0901000011773,09,010,0001,1773,Ciudad de México,Álvaro Obregón,Urbana,-99.19602569679124,19.392896379681265,759 137
0901000011805,09,010,0001,1805,Ciudad de México,Álvaro Obregón,Urbana,-99.20286984607456,19.39195275132657,759 137
0901000010099,09,010,0001,0099,Ciudad de México,Álvaro Obregón,Urbana,-99.20841284969512,19.395496104023746,759 137
0901000011218,09,010,0001,1218,Ciudad de México,Álvaro Obregón,Urbana,-99.21536595641052,19.337055820263227,759 137
0901000011858,09,010,0001,1858,Ciudad de México,Álvaro Obregón,Urbana,-99.22938558087375,19.33663231057765,759 137
0901000011699,09,010,0001,1699,Ciudad de México,Álvaro Obregón,Urbana,-99.23984710655512,19.33145321077626,759 137
0901000011468,09,010,0001,1468,Ciudad de México,Álvaro Obregón,Urbana,-99.224028364636,19.38238588314262,759 137
0901000011913,09,010,0001,1913,Ciudad de México,Álvaro Obregón,Urbana,-99.22422287118118,19.384608744028448,759 137
0901000010544,09,010,0001,0544,Ciudad de México,Álvaro Obregón,Urbana,-99.23080300413714,19.369792275377417,759 137
0901000010648,09,010,0001,0648,Ciudad de México,Álvaro Obregón,Urbana,-99.19313250119797,19.371209083784414,759 137
0901000010633,09,010,0001,0633,Ciudad de México,Álvaro Obregón,Urbana,-99.19636123690516,19.371329666347226,759 137
0901000011627,09,010,0001,1627,Ciudad de México,Álvaro Obregón,Urbana,-99.2365157125007,19.35971225875767,759 137
0901000010135,09,010,0001,0135,Ciudad de México,Álvaro Obregón,Urbana,-99.19313527532042,19.388850079372627,759 137
0901000010686,09,010,0001,0686,Ciudad de México,Álvaro Obregón,Urbana,-99.22719227660556,19.366978955841358,759 137
0901000010559,09,010,0001,0559,Ciudad de México,Álvaro Obregón,Urbana,-99.22394150813057,19.368841600642483,759 137
0901000011720,09,010,0001,1720,Ciudad de México,Álvaro Obregón,Urbana,-99.28734804062262,19.31929550234919,759 137
0901000010667,09,010,0001,0667,Ciudad de México,Álvaro Obregón,Urbana,-99.23719008392506,19.36495069110928,759 137
0901000010671,09,010,0001,0671,Ciudad de México,Álvaro Obregón,Urbana,-99.22697731917684,19.36582638101266,759 137
0901000011260,09,010,0001,1260,Ciudad de México,Álvaro Obregón,Urbana,-99.20769347673624,19.32651840605713,759 137
0901000011237,09,010,0001,1237,Ciudad de México,Álvaro Obregón,Urbana,-99.20455151341466,19.33515840122769,759 137
0901000011241,09,010,0001,1241,Ciudad de México,Álvaro Obregón,Urbana,-99.19635361566056,19.33786374664811,759 137
0901000011580,09,010,0001,1580,Ciudad de México,Álvaro Obregón,Urbana,-99.22409983287604,19.37232868044869,759 137
0901000011843,09,010,0001,1843,Ciudad de México,Álvaro Obregón,Urbana,-99.23607667198876,19.341670959637867,759 137
0901000011171,09,010,0001,1171,Ciudad de México,Álvaro Obregón,Urbana,-99.21785440527832,19.34258211926681,759 137
0901000012254,09,010,0001,2254,Ciudad de México,Álvaro Obregón,Urbana,-99.22702205970116,19.362885116720477,759 137
090100001224A,09,010,0001,224A,Ciudad de México,Álvaro Obregón,Urbana,-99.23209590577996,19.36093024477203,759 137
0901000012288,09,010,0001,2288,Ciudad de México,Álvaro Obregón,Urbana,-99.2266612715709,19.356089831733076,759 137
0901000010898,09,010,0001,0898,Ciudad de México,Álvaro Obregón,Urbana,-99.23271381604538,19.35783570137277,759 137
0901000012339,09,010,0001,2339,Ciudad de México,Álvaro Obregón,Urbana,-99.24544095899078,19.372798477696424,759 137
0901000010313,09,010,0001,0313,Ciudad de México,Álvaro Obregón,Urbana,-99.24054480013082,19.379707359787783,759 137
0901000012023,09,010,0001,2023,Ciudad de México,Álvaro Obregón,Urbana,-99.24109723214757,19.36204083370762,759 137
0901000012324,09,010,0001,2324,Ciudad de México,Álvaro Obregón,Urbana,-99.25434870999412,19.36021316308726,759 137
090100001231A,09,010,0001,231A,Ciudad de México,Álvaro Obregón,Urbana,-99.25583662304729,19.356910543145872,759 137
0901000012095,09,010,0001,2095,Ciudad de México,Álvaro Obregón,Urbana,-99.24513557108838,19.363008958190008,759 137
0901000012220,09,010,0001,2220,Ciudad de México,Álvaro Obregón,Urbana,-99.24483147142811,19.359544544858263,759 137
090100001199A,09,010,0001,199A,Ciudad de México,Álvaro Obregón,Urbana,-99.21192507391318,19.37887653467085,759 137
0901000010474,09,010,0001,0474,Ciudad de México,Álvaro Obregón,Urbana,-99.20732749408104,19.37840886248224,759 137
0901000012112,09,010,0001,2112,Ciudad de México,Álvaro Obregón,Urbana,-99.20758291175709,19.381728737351136,759 137
0901000012235,09,010,0001,2235,Ciudad de México,Álvaro Obregón,Urbana,-99.24329719815697,19.35727705098752,759 137
0901000011434,09,010,0001,1434,Ciudad de México,Álvaro Obregón,Urbana,-99.21285381098848,19.39366082152371,759 137
0901000010169,09,010,0001,0169,Ciudad de México,Álvaro Obregón,Urbana,-99.21574318670967,19.3887346905512,759 137
0901000012076,09,010,0001,2076,Ciudad de México,Álvaro Obregón,Urbana,-99.21690706438964,19.396005620182034,759 137
0901000012061,09,010,0001,2061,Ciudad de México,Álvaro Obregón,Urbana,-99.22900502569628,19.389793863727924,759 137
0901000010309,09,010,0001,0309,Ciudad de México,Álvaro Obregón,Urbana,-99.24571197140564,19.380937402245717,759 137
0901000011472,09,010,0001,1472,Ciudad de México,Álvaro Obregón,Urbana,-99.24859918680684,19.37689937312737,759 137
0901000011379,09,010,0001,1379,Ciudad de México,Álvaro Obregón,Urbana,-99.25815477577844,19.37617782250255,759 137
0901000010811,09,010,0001,0811,Ciudad de México,Álvaro Obregón,Urbana,-99.194342756207,19.36843364011992,759 137
0901000011788,09,010,0001,1788,Ciudad de México,Álvaro Obregón,Urbana,-99.19794773910212,19.38886078884169,759 137
0901000011839,09,010,0001,1839,Ciudad de México,Álvaro Obregón,Urbana,-99.22011756213956,19.34818186113689,759 137
0901000011735,09,010,0001,1735,Ciudad de México,Álvaro Obregón,Urbana,-99.2688731652204,19.32345873975591,759 137
0901500011074,09,015,0001,1074,Ciudad de México,Cuauhtémoc,Urbana,-99.12863915487596,19.418418466360063,545 884
0901500010127,09,015,0001,0127,Ciudad de México,Cuauhtémoc,Urbana,-99.12589726573944,19.458683677424634,545 884
0901500010589,09,015,0001,0589,Ciudad de México,Cuauhtémoc,Urbana,-99.12581431075937,19.441092579151487,545 884
0901500010358,09,015,0001,0358,Ciudad de México,Cuauhtémoc,Urbana,-99.12632670906468,19.446400343543186,545 884
0901500011464,09,015,0001,1464,Ciudad de México,Cuauhtémoc,Urbana,-99.16111488273212,19.404548227045503,545 884
0901500011479,09,015,0001,1479,Ciudad de México,Cuauhtémoc,Urbana,-99.15742883978814,19.40564961958192,545 884
0901500010038,09,015,0001,0038,Ciudad de México,Cuauhtémoc,Urbana,-99.129559370357,19.46116852376815,545 884
0901500010911,09,015,0001,0911,Ciudad de México,Cuauhtémoc,Urbana,-99.12691142929474,19.42788868988932,545 884
0901500010023,09,015,0001,0023,Ciudad de México,Cuauhtémoc,Urbana,-99.13294630934568,19.46275921530996,545 884
0901500010466,09,015,0001,0466,Ciudad de México,Cuauhtémoc,Urbana,-99.16114043001376,19.45187447868592,545 884
0901500010926,09,015,0001,0926,Ciudad de México,Cuauhtémoc,Urbana,-99.1729611391764,19.428348677829863,545 884
0901500011229,09,015,0001,1229,Ciudad de México,Cuauhtémoc,Urbana,-99.15278994147528,19.409164475513577,545 884
0901500011290,09,015,0001,1290,Ciudad de México,Cuauhtémoc,Urbana,-99.13005934041466,19.411680315850884,545 884
0901500011303,09,015,0001,1303,Ciudad de México,Cuauhtémoc,Urbana,-99.17960947878694,19.412740494476097,545 884
0901500011411,09,015,0001,1411,Ciudad de México,Cuauhtémoc,Urbana,-99.18004412558166,19.40828955461024,545 884
0901500011430,09,015,0001,1430,Ciudad de México,Cuauhtémoc,Urbana,-99.1701945483422,19.40397311144046,545 884
090150001145A,09,015,0001,145A,Ciudad de México,Cuauhtémoc,Urbana,-99.16505498196102,19.40382377934967,545 884
0901500011498,09,015,0001,1498,Ciudad de México,Cuauhtémoc,Urbana,-99.1402596112982,19.405552217461743,545 884
0901500011500,09,015,0001,1500,Ciudad de México,Cuauhtémoc,Urbana,-99.13394912752842,19.4058229611161,545 884
0901500011515,09,015,0001,1515,Ciudad de México,Cuauhtémoc,Urbana,-99.13034810836491,19.40571347864639,545 884
090150001152A,09,015,0001,152A,Ciudad de México,Cuauhtémoc,Urbana,-99.12761554864746,19.406402256659696,545 884
0901500010945,09,015,0001,0945,Ciudad de México,Cuauhtémoc,Urbana,-99.16983684622464,19.424885064856703,545 884
0901500010983,09,015,0001,0983,Ciudad de México,Cuauhtémoc,Urbana,-99.17136268773444,19.42252773441646,545 884
0901500011089,09,015,0001,1089,Ciudad de México,Cuauhtémoc,Urbana,-99.17366194885844,19.41988400480765,545 884
0901500010042,09,015,0001,0042,Ciudad de México,Cuauhtémoc,Urbana,-99.15715927680782,19.46051051194062,545 884
0901500010057,09,015,0001,0057,Ciudad de México,Cuauhtémoc,Urbana,-99.15076804692946,19.46124326411528,545 884
0901500010061,09,015,0001,0061,Ciudad de México,Cuauhtémoc,Urbana,-99.14610831538036,19.462223645712854,545 884
0901500010080,09,015,0001,0080,Ciudad de México,Cuauhtémoc,Urbana,-99.14071443332476,19.46012963042052,545 884
0901500010165,09,015,0001,0165,Ciudad de México,Cuauhtémoc,Urbana,-99.1272590919964,19.454568897290063,545 884
090150001017A,09,015,0001,017A,Ciudad de México,Cuauhtémoc,Urbana,-99.15987805072484,19.45714102318788,545 884
0901500010555,09,015,0001,0555,Ciudad de México,Cuauhtémoc,Urbana,-99.16132887879328,19.44768219543649,545 884
0901500010593,09,015,0001,0593,Ciudad de México,Cuauhtémoc,Urbana,-99.16210262010254,19.44421484872067,545 884
0901500010663,09,015,0001,0663,Ciudad de México,Cuauhtémoc,Urbana,-99.1263593026146,19.436152211962312,545 884
0901500010930,09,015,0001,0930,Ciudad de México,Cuauhtémoc,Urbana,-99.17114694334502,19.426398528928623,545 884
0901500011178,09,015,0001,1178,Ciudad de México,Cuauhtémoc,Urbana,-99.17727385226864,19.41706039515024,545 884
0901500010678,09,015,0001,0678,Ciudad de México,Cuauhtémoc,Urbana,-99.16580260875108,19.43887846027757,545 884
0901500011549,09,015,0001,1549,Ciudad de México,Cuauhtémoc,Urbana,-99.15214029019911,19.42098373479144,545 884
0901500010112,09,015,0001,0112,Ciudad de México,Cuauhtémoc,Urbana,-99.13062329356366,19.45821687596228,545 884
0901500010254,09,015,0001,0254,Ciudad de México,Cuauhtémoc,Urbana,-99.14287752158576,19.4547201947007,545 884
0901500010216,09,015,0001,0216,Ciudad de México,Cuauhtémoc,Urbana,-99.14830657858036,19.456008215391257,545 884
0901500010451,09,015,0001,0451,Ciudad de México,Cuauhtémoc,Urbana,-99.13476219904852,19.449787139548867,545 884
0901500011286,09,015,0001,1286,Ciudad de México,Cuauhtémoc,Urbana,-99.13141936591256,19.409748451459137,545 884
0901500011055,09,015,0001,1055,Ciudad de México,Cuauhtémoc,Urbana,-99.13585344514335,19.421094597101057,545 884
0901500010377,09,015,0001,0377,Ciudad de México,Cuauhtémoc,Urbana,-99.14634782243132,19.45353830086953,545 884
0901500010146,09,015,0001,0146,Ciudad de México,Cuauhtémoc,Urbana,-99.1345861629734,19.45656432265226,545 884
0901500010184,09,015,0001,0184,Ciudad de México,Cuauhtémoc,Urbana,-99.15203290742627,19.457266721577973,545 884
0901500010752,09,015,0001,0752,Ciudad de México,Cuauhtémoc,Urbana,-99.1339579660709,19.435974412677627,545 884
0901500010536,09,015,0001,0536,Ciudad de México,Cuauhtémoc,Urbana,-99.13706267670196,19.443563583501515,545 884
0901500010362,09,015,0001,0362,Ciudad de México,Cuauhtémoc,Urbana,-99.14752063571744,19.454058376315604,545 884
0901500010413,09,015,0001,0413,Ciudad de México,Cuauhtémoc,Urbana,-99.14051332548397,19.45265388674908,545 884
0901500010432,09,015,0001,0432,Ciudad de México,Cuauhtémoc,Urbana,-99.13714771724842,19.45125827313928,545 884
0901500010447,09,015,0001,0447,Ciudad de México,Cuauhtémoc,Urbana,-99.13515267742451,19.45124634578672,545 884
0901500010470,09,015,0001,0470,Ciudad de México,Cuauhtémoc,Urbana,-99.1565919554092,19.45355803610095,545 884
0901500010485,09,015,0001,0485,Ciudad de México,Cuauhtémoc,Urbana,-99.15534779636432,19.448449310401852,545 884
0901500010697,09,015,0001,0697,Ciudad de México,Cuauhtémoc,Urbana,-99.15941077996506,19.437076245842647,545 884
090150001070A,09,015,0001,070A,Ciudad de México,Cuauhtémoc,Urbana,-99.15573220542277,19.436111768332555,545 884
0901500010714,09,015,0001,0714,Ciudad de México,Cuauhtémoc,Urbana,-99.15136715636928,19.437569269169455,545 884
0901500011144,09,015,0001,1144,Ciudad de México,Cuauhtémoc,Urbana,-99.14114292185349,19.416344480649027,545 884
0901500011163,09,015,0001,1163,Ciudad de México,Cuauhtémoc,Urbana,-99.13254113601096,19.41551294818444,545 884
0901500010748,09,015,0001,0748,Ciudad de México,Cuauhtémoc,Urbana,-99.14453847473284,19.432801148069537,545 884
0901500011182,09,015,0001,1182,Ciudad de México,Cuauhtémoc,Urbana,-99.1731763462311,19.41644617090485,545 884
0901500011197,09,015,0001,1197,Ciudad de México,Cuauhtémoc,Urbana,-99.17042441935664,19.412956163244104,545 884
090150001120A,09,015,0001,120A,Ciudad de México,Cuauhtémoc,Urbana,-99.1673244194577,19.41481719588172,545 884
0901500011214,09,015,0001,1214,Ciudad de México,Cuauhtémoc,Urbana,-99.1622072492938,19.413624045067195,545 884
0901500011233,09,015,0001,1233,Ciudad de México,Cuauhtémoc,Urbana,-99.14724742954098,19.41213026413242,545 884
0901500011267,09,015,0001,1267,Ciudad de México,Cuauhtémoc,Urbana,-99.13715973952932,19.4120490950188,545 884
0901500011248,09,015,0001,1248,Ciudad de México,Cuauhtémoc,Urbana,-99.14300512178102,19.41076451396284,545 884
0901500011252,09,015,0001,1252,Ciudad de México,Cuauhtémoc,Urbana,-99.1404876336816,19.41065230822979,545 884
0901500011271,09,015,0001,1271,Ciudad de México,Cuauhtémoc,Urbana,-99.13436403500144,19.410523266651083,545 884
0901500011360,09,015,0001,1360,Ciudad de México,Cuauhtémoc,Urbana,-99.16294696137004,19.409126165827583,545 884
0901500011375,09,015,0001,1375,Ciudad de México,Cuauhtémoc,Urbana,-99.1609788408985,19.40980639766101,545 884
090150001138A,09,015,0001,138A,Ciudad de México,Cuauhtémoc,Urbana,-99.1574673852723,19.409524979721255,545 884
0901500011394,09,015,0001,1394,Ciudad de México,Cuauhtémoc,Urbana,-99.1479515749136,19.408397521426448,545 884
0901500011407,09,015,0001,1407,Ciudad de México,Cuauhtémoc,Urbana,-99.1375996602892,19.409040176761017,545 884
0901500011426,09,015,0001,1426,Ciudad de México,Cuauhtémoc,Urbana,-99.17406831598996,19.40575192589173,545 884
0901500011445,09,015,0001,1445,Ciudad de México,Cuauhtémoc,Urbana,-99.16835966960664,19.402440341416167,545 884
0901500011483,09,015,0001,1483,Ciudad de México,Cuauhtémoc,Urbana,-99.14776776743552,19.405529766963447,545 884
0901500010998,09,015,0001,0998,Ciudad de México,Cuauhtémoc,Urbana,-99.1672889517152,19.421245944131584,545 884
0901500011002,09,015,0001,1002,Ciudad de México,Cuauhtémoc,Urbana,-99.1615592269264,19.420559170881518,545 884
0901500010076,09,015,0001,0076,Ciudad de México,Cuauhtémoc,Urbana,-99.14458073729982,19.45941315683116,545 884
0901500010095,09,015,0001,0095,Ciudad de México,Cuauhtémoc,Urbana,-99.1372146685262,19.459289105113736,545 884
